"Argentina","Australia","Austria","Belgium","Bolivia..Plurinational.State.of.","Brazil","Canada","Colombia","Costa.Rica","Cyprus","Denmark","D.R..of.the.Congo","Ecuador","Egypt","El.Salvador","Ethiopia","Finland","France","Germany","Guatemala","Honduras","Iceland","India","Ireland","Israel","Italy","Japan","Kenya","Luxembourg","Mauritius","Mexico","Morocco","Netherlands","New.Zealand","Nicaragua","Nigeria","Norway","Pakistan","Panama","Peru","Philippines","Portugal","South.Africa","Spain","Sri.Lanka","Sweden","Switzerland","Thailand","Trinidad.and.Tobago","Turkey","Uganda","United.Kingdom","United.States","Uruguay","Venezuela..Bolivarian.Republic.of."
10213.8871548928,16494.9524230113,11316.4743167548,11190.1005253413,3544.80117291146,4409.3637044435,15509.3053090613,4060.45107228884,4050.2868826919,3689.4903643423,15183.4380207878,2268.71517738181,3670.21123303149,1758.06352053952,3859.11240519294,679.260169051153,9737.95041590437,11336.91493645,13381.3493187059,3386.91704932609,2602.13250532426,10199.3805199321,970.819517643395,9186.23016525312,7805.12757158847,10001.3385409779,6190.7820813012,1954.87736161419,13688.15370814,3283.71310617719,6324.25819342464,1723.58329341653,14230.3878830144,16099.3605933459,3906.87916739253,2643.08138942399,21605.4006658549,1313.65313194329,3181.81157000165,5104.55683997364,2809.53674981498,5375.60180349145,7317.02184248328,7384.40579166033,1429.40854355137,14398.797079602,28569.806478954,1158.82790759872,8414.67438400199,4899.58047305296,974.91690210101,12817.4746783301,17384.0708794539,7399.44265827864,11933.8198688111
10377.8273896891,16345.1574300654,11843.6491616142,11696.2742147569,3529.28017720261,4649.89888738998,15633.1241997385,4161.03899525979,3870.26999117715,3984.92672359977,16075.1671753099,1987.29253076925,3747.75497488066,1799.40612121287,3796.75751219249,693.976589519231,10404.7658188743,11778.4010770613,13933.688900579,3422.32866608494,2562.03044807455,10017.288159286,985.644421211657,9690.69046269125,8360.71364922122,10762.6640289369,6862.46930004581,1827.84044722876,14040.3872789896,3520.67692302559,6298.87773276096,2021.55478147173,14463.1548510135,16520.6454997633,4050.83331460312,2460.48809944906,22779.1144135613,1352.22817503964,3426.70511335483,5327.64399867946,2879.59033480132,5753.72817467413,7392.62172626391,8262.54529059878,1553.03707193713,15133.0069583446,30045.7573628738,1182.88608966221,9469.0542925639,4844.23964176695,951.36141933587,12985.7354565057,17534.9776520284,7427.79734999105,11996.6551797699
10280.719026524,17055.6582875561,12005.5366952348,12246.0406688483,3667.09672839004,4812.95751330888,16400.0068585167,4226.07873924591,3997.51101263521,4387.66251160774,16925.3160747679,2202.58853506057,3818.29898387667,1793.46338216131,4073.51345447814,704.053512176372,10642.393682338,12310.6769504617,14470.2804421019,3433.66794061061,2574.0371581783,10662.4548193533,997.880278875187,10021.591503143,8822.14903887159,11351.391764413,7383.32193500373,1917.89512574475,14042.9238208481,3546.52497604697,6340.74043334292,2269.65828562812,14899.313441959,16484.523263336,4451.81831422181,2480.56694156232,23232.6922950409,1400.88338804879,3603.81479329297,5608.73300121893,2929.86606565334,6086.10601945866,7654.36727627266,9072.23760845262,1517.68190818785,15690.5793428463,30629.0973067943,1239.59108420343,9402.34585745713,5007.60970843063,977.873433095579,13094.0350967849,18323.5109848086,7296.3820896152,12683.7861792782
9750.82602170102,17865.3193637247,12452.3626853633,12689.4154748772,3824.4925017636,4701.04948615742,16926.3751487049,4219.61242227172,4104.50424340425,4565.98212464468,16993.561963664,2192.51439059481,3785.07666973621,1810.45693107393,4119.20632686851,716.074978708946,10914.5487265097,12916.9748129532,14734.624200935,3644.8485695784,2470.90452525512,11541.5998176046,1041.44400692084,10446.9958421267,9363.80660677121,11897.4101271309,7950.80014708929,1938.57399765012,14168.4942725207,3798.21102650613,6735.95418907489,2565.88719867981,15201.5136234848,17168.9000020266,4678.70440702047,2618.26808930646,23930.4205751976,1467.72107020392,3800.39655648877,5649.8610869819,3034.49131814953,6393.21004650766,7996.00403369282,9896.71328550888,1609.87272786359,16421.65173565,31441.1237924352,1302.67421539898,9438.84814683934,5350.28999742512,1053.13983281135,13516.0150908646,18848.0965323523,7092.91559578069,13037.7462856436
10349.3282367384,18628.0154026336,13121.063211693,13458.2666843703,3915.78378745883,4719.25650972331,17694.9286372709,4416.15728309067,4156.34144182727,4092.05456704353,18289.9459490411,2153.14632043586,3946.43345913264,2074.34296208442,4376.70160602032,724.316870554869,11469.2899241552,13605.0951525603,15514.7156540069,3695.80881763834,2490.80268714066,12459.9401301345,1094.72820620787,10850.5957098012,9915.81472378596,12128.1619790486,8748.48921463376,1989.62394026101,15272.2878239026,3731.34605213684,7422.53541902135,2631.59797512521,16410.9570097792,17706.9384179789,5121.19164127034,2625.22884788835,24940.1592217344,1527.60994201605,3855.70127596253,5851.11511414571,3047.68132064519,6693.75194632846,8410.47739852436,10328.0220103164,1626.54523960116,17419.7801148794,32542.819945068,1347.11168931398,10034.4131389838,5443.67570052859,1101.36945214905,14178.0421226635,19660.0836937296,7190.11801951328,14223.1193699456
11132.03380755,18675.4700100595,13380.6551149838,13807.5530719613,4001.28003994728,4691.4291464952,18509.3717477365,4328.57398361201,4467.2642017536,4927.71154896509,18880.4471682784,2060.96356614933,3956.16691659608,2126.03835332184,4492.95381410289,753.354268811076,11991.4689045341,14139.2085286904,16289.8343014478,3779.27990845342,2691.10839323319,13129.0129273875,1047.64179526449,11063.8021326422,9486.36812172562,12439.1660912979,9146.03967821009,2020.35266647832,15362.2545960221,3625.37466530191,7599.24343367135,2558.92816130101,17096.846155771,18589.8104662433,5551.94462399049,2429.98719188274,26055.1765554645,1623.37885217786,4088.32306531379,5966.46276298352,3113.96669675216,7161.80911224182,8680.07275704438,10950.8116246376,1625.73170454369,17900.9153030155,33262.0149659473,1409.7299769116,10026.3584835342,5459.71268697886,1099.40805820435,14411.9351759656,20677.8062383587,7052.48953731852,14395.1059952022
10996.1985937607,19462.9643242534,14028.4747709363,14128.4042719476,4181.95355986683,4861.56127310385,19409.4496779954,4437.42178293926,4576.86773588406,5240.16744037194,19387.3886711943,2132.20950829791,3933.80210568156,2070.30079678928,4687.64037614342,773.010071691099,12281.5607920098,14746.2024408016,16553.6903200486,3907.61668971539,2713.03514983011,14033.5746989487,1020.59722069538,11058.0940664301,10131.4543422396,13101.3726333644,9991.63746949818,2188.68163335387,15433.9560006303,3440.04904822783,7827.77743369198,2405.54910389222,17359.3085027628,19414.9479383298,5630.9838108787,2239.79596867518,26822.1458550448,1701.53202163026,4272.00037784335,6287.39246650441,3152.11657728912,7408.69820838874,8838.04337657138,11670.94052906,1673.1429303686,18086.0121180252,33779.188721533,1535.18797418632,10526.3412544583,5985.37245086956,1142.83696899833,14613.9035561842,21788.0909677421,7256.40741986763,13789.7646474278
11143.691565109,20088.4462751486,14376.8260310004,14597.0372375616,4415.25074694745,4922.35348939749,19576.8175804782,4481.85827795295,4683.19502172132,5873.67486751228,20323.3542157035,2044.69810518779,4080.27995852813,2007.25015742579,4731.35678326062,804.884130777623,12437.3253544258,15359.8257422427,16444.5172420035,3986.1737136236,2725.59182374657,13641.8415371926,1077.21062510377,11562.4297703008,10033.5558736888,13942.1075652963,10985.1703753828,2208.03014238866,15502.9698433128,3613.93560151676,8020.79537610909,2454.47997011961,18124.1334002552,18102.625948456,5788.21464738984,1833.64308806199,28256.4701241934,1725.41345650102,4504.35629407794,6344.84397063481,3218.69967478085,7939.11791406525,9203.92011408422,11996.68482104,1788.68025766555,18651.6159516786,34426.910371045,1606.67352241784,10660.5114500261,6085.80148508559,1186.20116915087,14853.7914950093,22143.4426858769,6986.89769876399,13910.0380804277
11554.9172073305,21119.9289950168,14921.76137846,15219.7920135682,3725.03878477486,5254.40598528792,20288.7129722405,4644.26477638833,4921.80667499282,6147.22264695903,21334.6659349283,2110.00999363037,4119.94831860294,2074.49718000107,4662.51327364259,827.951153595726,12602.7095731695,15911.8825641832,17229.1138986817,4247.65012606802,2818.17976972423,12730.4447528805,1106.8888094402,12560.5364369321,10065.2474807866,14776.6581889441,12156.49266925,2136.05506668051,16271.3261996621,3067.38603504443,8478.76910522758,2553.70778999497,19230.4315594575,17838.5611963255,5591.3449104871,1793.30617330909,28645.2063634345,1772.64373123331,4681.17994501021,6191.89940692973,3280.03654592601,8951.41226754983,9349.33446980186,12596.904925362,1837.6033209747,19072.1402999511,35260.9980366273,1688.27310606988,11177.920415835,6348.36205849762,1179.61539313069,15844.5657946983,22999.6879191049,6993.82578299227,14728.2243877954
12432.5610664098,22152.2144905875,15824.2652374182,16124.1068036911,3745.80862715913,5596.30810076156,21059.4280050456,4819.99722493004,5046.64369142847,6695.0819737662,22603.6276039911,2211.44160108269,4092.46647804508,2200.93194842905,4666.78053028671,837.755402797499,13826.7831372479,16908.0158287588,18395.7770951945,4357.06160490625,2734.97932365692,12925.0666099258,1203.36172680561,13392.2246484179,11323.7514942981,15571.931895384,13449.8109480525,2197.99444585477,17934.1196711932,3154.04179521685,8514.59536069582,2741.67344059069,20396.1333630756,19380.7120630518,5806.29041105946,2050.66184393718,29687.0015741136,1858.19244300888,4933.00687246763,6248.15376299152,3336.59441433548,9226.23651590555,9522.62976776967,13657.2398232868,1969.87869013952,19981.0680777163,36767.5728349477,1782.39450368009,11490.9176071475,6537.74679486553,1254.30734676748,15636.437133182,23491.3520481707,7405.67079783688,15001.2038880109
12636.0162085261,22519.9994033209,16887.4761210299,17154.2559383381,3606.99227084792,6012.37629340438,21320.0702451584,5023.09590714274,5273.89269706464,6835.38207340385,22777.8539605949,2144.94526416221,4229.59637741004,2568.31270880796,4696.5081605218,805.137128568085,14989.5876069628,17801.166599645,19195.8328423185,4506.87030113486,2708.43404089097,13808.5680449516,1194.56984748831,13518.5700028907,12384.2218010067,17415.8071710548,14666.0037350998,2015.16105447464,18039.2359894663,3102.33420282471,8791.6068060073,2796.99467450872,21450.3817235485,19025.4827081327,5680.48911284269,2387.03158184149,30074.022636187,2012.50403891167,5829.35036950575,6431.49264403135,3359.30728679403,9959.97625009919,9771.34537083921,14059.0777517124,2097.9275398793,21000.2060491867,38768.9359280068,2391.59535691204,11994.8829890665,6715.30689061562,1228.4955487621,15908.3701200047,23266.0750138552,7628.23206504273,16216.4417935722
12899.7136717786,22963.5330647877,17671.6407715779,17745.5792384116,3711.5189464039,6527.22131720632,21840.2503669287,5192.86529837624,5483.79758319128,7631.58206837089,23318.0337683319,2212.57901163399,4367.67192935767,2600.46953675797,4797.75895062933,818.124085777728,15287.6291071333,18594.0816318553,19742.2184644688,4626.76787130609,2740.13805324182,15411.6620098557,1189.08590991513,13964.5723848241,13333.1514023717,17610.9397218649,15145.5400568037,2071.60211938833,18382.3300286326,3190.28290071165,8870.27560936059,2848.95806227036,22138.469119404,19386.3473732594,5780.74268557272,2664.14608709331,31527.3064856905,1989.05466031117,6210.05742027288,6548.42671383569,3441.11120088692,10562.598045727,9922.97734702061,14548.771000622,2065.53362815489,21091.1631012143,40009.9098765694,2438.86235946732,11987.5363796499,6922.75919321568,1226.53080912471,16410.9210173106,23819.0964906958,7614.42434833226,16224.3499704259
12946.3388640174,23183.5211068525,18693.810192166,18634.4447651748,3924.07639327897,7127.07779282516,22663.8817779678,5461.92903238084,5784.23219888518,8065.71970168193,24151.9697208701,2157.39208185305,4857.71982171143,2645.58014415618,4934.67626009417,828.535459606829,16394.113398676,19263.2901568704,20561.0258786952,4827.65972644622,2817.75534820412,16143.9692523991,1154.85213889867,14715.1345106981,14473.3683871422,18136.3051542103,16192.8611729879,2099.08947955689,19431.4779607942,3394.81082465096,9317.79511131238,2898.70734714114,22686.9725497974,19970.8340734026,5784.23444982879,2788.79359669283,32950.2625418103,1963.68799330076,6315.91137111395,6598.88316739712,3525.7612642187,11295.0606011845,9819.58554927816,15555.1565119474,2089.35025203804,21490.1678372135,40971.190486709,2466.90923959114,12518.3513612241,7260.01738680769,1193.62675152686,17061.1597423321,24850.5607003186,7487.76728733443,16277.4739501307
13201.9544537212,23798.4322091116,19542.2419947558,19737.2379810922,4062.45205217349,7930.13136562351,23868.4572602187,5699.20112902044,6077.85604093636,8178.84182823342,24926.9004973518,2271.68063185331,5919.37970873344,2610.68615002367,5058.12333622407,822.398409709222,17449.0182247608,20294.7042982169,21534.3581850755,5011.63810968946,2953.4256336679,17010.6708541979,1161.6187011581,15299.5833960445,14779.7610613418,19300.2284724879,17255.7817507989,2129.58854473851,20861.4778294483,3740.34432636594,9783.35358150511,2939.97410503759,23689.4141110778,21100.0862567036,5894.4197938736,2887.63173928543,34193.389248694,2035.26673837787,6474.46470909393,6830.97622838152,3731.91606833604,12394.2259157066,9995.6380401794,16573.8931809941,2122.29196681741,22274.5675213761,41944.1196168625,2635.71623664144,12545.5832660794,7317.95038537025,1162.43463297514,18140.7332596634,26024.1388720874,7513.36725470433,16815.9375870215
13681.6639666081,23812.3205881067,20263.5875187333,20529.8962338662,4093.4393883845,8375.67422073541,24386.6791974437,5893.84300997413,6259.02527110282,8291.74734329971,24605.0207022135,2280.6081697426,6128.24508914486,2621.18167280162,5255.30051819111,801.14976581679,17925.4358997941,20992.8708878869,21731.2589202765,5184.35215468102,2832.60560595035,17753.1869662706,1148.38741466226,15438.7875139866,15238.8486240883,20236.2836593463,16824.9770151716,2153.6122391959,21553.4940688267,3979.80196512586,10063.7082156783,3038.37559369004,24278.599595656,21978.1548791105,6441.63354694236,3118.36206132972,35280.0379038579,2083.6853795386,6452.56559080203,7278.14564022437,3756.54882362395,12354.5202795186,10328.447384563,17305.6104369686,2165.32771713532,22923.164442871,42355.8383696961,2677.49144022186,12834.3963473069,7544.45299666726,1131.83494616218,17657.1872231776,25661.8992652436,7744.08074284835,17345.4914855097
13380.0623202347,24134.8695722652,20161.8357749952,20221.3542759622,4298.80548762302,8601.14984808812,24490.7205121525,5897.04912988339,6232.79825996706,6960.39720153201,24201.8680295672,2108.31419176698,6295.00695037477,2696.8652239607,5423.17782894618,746.873901739191,18172.8970526964,20645.8371035966,21555.6675772141,5142.34906541206,2807.19764303826,17663.5279575079,1225.16905526696,15390.5025614585,15274.7186829439,19703.3895353395,17140.1526953968,2067.83146152438,19978.1923737196,3967.33140080914,10317.2683402867,3196.99377672068,24069.3182582934,21315.1638417676,6383.30172333188,3055.70824449728,36850.1653428505,2089.22742200594,6382.51203868653,7393.23311841253,3855.66396039107,11648.9247323826,10234.6591322976,17205.7952701718,2197.65270779311,23440.7813157407,39177.5308015288,2735.93585929017,12835.4768462175,7897.25024120445,1086.47687862096,17365.7738952126,25381.5108533059,8180.48641345826,17892.6490129323
13171.2164257237,24716.6528838653,21078.0163411849,21323.8829512026,4400.05043865689,9261.17596807089,25435.0560410991,6037.73915813556,6411.11239607212,8282.30325178249,25582.2256888929,1940.91563894078,6691.83581731563,3000.20172328872,5514.79894962617,732.647898826434,18176.285059902,21423.0417549695,22640.6024629158,5375.6706040188,3007.9442447665,18528.7988042612,1218.55746542413,15632.5995554323,14917.5856330788,21004.5039786192,17632.3699141601,2072.7513375007,20336.3417172246,4766.63730523494,10454.4399227679,3463.3112605727,24938.1671271346,21334.1718281815,6502.0389088697,3179.65129169351,38799.9553200671,2121.09773733566,6319.39470757494,7303.62869454136,4079.94933914828,12281.0300995748,10204.7237644636,17581.6479255692,2238.95051288533,23614.0501062829,38633.2740712592,2919.89131913391,13472.4407055735,8524.47953771176,1055.97873140379,17881.1499426387,26503.1792883586,8472.75429131608,18926.3399326537
13803.0889072323,24663.349425053,22162.7521858908,21415.1508735954,4518.31781281592,9484.39514778407,25999.7992100844,6147.60013308564,6804.05020709649,9596.41469064071,26006.5806347229,1900.35294934632,6940.7686865146,3161.7908737944,5726.63629506052,719.083035871825,18173.1223526567,22072.8148692011,23422.1954060407,5644.25046848569,3217.77034863371,19983.7380552192,1276.69405741223,16344.2525006692,14703.7373406724,21450.8599712557,18231.4914138987,2180.2376952348,20517.5900681063,4993.94469309896,10525.6540978917,3588.98497571966,25372.4684463644,20403.7737794355,6702.30221677279,3340.53137736523,40241.0835276161,2135.43270043256,6228.50909682559,7136.81592903251,4191.1450022615,12794.8140905144,9947.65826272767,17890.9955125679,2288.32731450342,23160.0492967781,39661.0247939827,3134.5698888466,14497.8736618268,8617.13022392791,1039.36852453015,18341.6156448284,27464.0283241352,8525.21626880792,19642.9430930103
13162.8139803507,25382.8537103588,22143.4051093515,21981.4012329201,4510.53847596966,9723.11932801377,26722.3073373612,6518.07071699633,7043.930406922,10286.5583482411,26531.0557042739,1747.90884359671,7205.04907634134,3333.95318903615,5976.04166666667,666.937718496706,18660.444592458,22875.0808145745,24157.0044085105,5773.12558796244,3429.35416783241,21008.5896383231,1316.97470119652,17245.7403977363,15170.992046463,22063.8684952073,19026.5999560368,2288.91449574839,21228.4789401459,5099.58069728866,11102.7178195226,3584.33687732518,25872.0061331455,20425.8456130968,6037.45873323637,3146.31872961123,41642.6619649038,2235.42398493407,6670.01154509762,6767.15359939584,4288.44692580813,12990.5677277721,10001.408429278,17972.324860669,2442.1635282285,23490.150920538,39946.9513806906,3385.00430845817,15734.4581863688,8552.27670276133,968.478680758619,19099.4436821559,28714.7470290463,8914.90183638042,19513.0764097773
13879.4809321307,25862.4202910448,23361.5247325493,22457.8891816908,4418.44220842172,10139.8464355718,27438.7295994813,6713.81455683901,7199.68825723941,11221.1339613971,27529.3342063846,1706.95917666784,7391.19762871797,3590.46039340538,5764.78333348523,725.252510777008,19935.6309805159,23611.5593150989,25198.7094900956,5888.76979756377,3477.3980466159,21839.3346299541,1222.30981959949,17714.7633033111,15775.7389127423,23301.6550985914,19906.196861566,2286.9602482892,21623.8306692937,5197.07492924531,11821.411464184,3667.90946618163,26220.0080982121,20831.2328593348,4309.13852444894,2969.5836100747,43314.8256436832,2269.31866587349,6800.03552649564,6863.48993882217,4407.75620499305,13572.2411925039,10129.2877374491,17815.5615233769,2545.63899237963,24326.5004493159,41039.6469170761,3488.90466774871,16074.0127510174,8308.88864161483,822.386312497244,19802.9391237712,29343.6081652192,9399.31083458994,19236.2678102975
