"Austria" "Belgium" "Denmark" "Finland" "France" "Germany" "Italy" "Netherlands" "Norway" "Sweden" "Switzerland" "England.GB.UK" "Ireland" "Greece" "Portugal" "Spain" "Australia" "N..Zealand" "Canada" "USA" "Albania" "Bulgaria" "Czecho.slovakia" "Hungary" "Poland" "Romania" "Croatia" "Macedonia" "Slovenia" "Argentina" "Brazil" "Chile" "Colombia" "Mexico" "Peru" "Uruguay" "Venezuela" "Bolivia" "Costa.Rica" "Cuba" "Dominican.Rep." "Ecuador" "El.Salvador" "Guatemala" "Haïti" "Honduras" "Jamaica" "Nicaragua" "Panama" "Paraguay" "Puerto.Rico" "T....Tobago" "China" "India" "Indonesia" "Japan" "Philippines" "South.Korea" "Thailand" "Taiwan" "Bangladesh" "Burma" "Hong.Kong" "Malaysia" "Nepal" "Pakistan" "Singapore" "Sri.Lanka" "Afghanistan" "Cambodia" "Laos" "Mongolia" "North.Korea" "Vietnam" "Bahrain" "Iran" "Iraq" "Israel" "Jordan" "Kuwait" "Lebanon" "Oman" "Qatar" "Saudi.Arabia" "Syria" "Turkey" "UAE" "Yemen" "W..Bank...Gaza" "Algeria" "Angola" "Benin" "Botswana" "Burkina.Faso" "Burundi" "Cameroon" "Cape.Verde" "Central.African.Republic" "Chad" "Comoro.Islands" "Congo..Brazzaville." "Côte.d.Ivoire" "Djibouti" "Egypt" "Equatorial.Guinea" "Eritrea...Ethiopia" "Gabon" "Gambia" "Ghana" "Guinea" "Guinea.Bissau" "Kenya" "Lesotho" "Liberia" "Libya" "Madagascar" "Malawi" "Mali" "Mauritania" "Mauritius" "Morocco" "Mozambique" "Namibia" "Niger" "Nigeria" "Rwanda" "Sao.Tomé...Principe" "Senegal" "Seychelles" "Sierra.Leone" "Somalia" "South.Africa" "Sudan" "Swaziland" "Tanzania" "Togo" "Tunisia" "Uganda" "Congo.Kinshasa" "Zambia" "Zimbabwe"
6518.540003 6952.087469 8811.831478 6230.3594 7397.582861 7705.233225 5456.190048 8286.609786 7203.721737 8687.503342 12456.73256 8645.230276 4282.132768 3145.637807 2955.835648 3071.649933 8790.908221 9465.178818 8752.507628 11328.47552 1450.914723 2911.712566 5108.318511 3649.101588 3214.665558 1843.718805 3163.669344 2385.387272 4276.138123 5559.465947 2334.855201 4270.277231 2496.814494 3155.202619 2969.086698 4960.155577 9645.889496 1606.255895 2715.497002 2051.881188 1302.49594 2026.010256 1763.646569 2193.170732 1061.942115 1397.798774 2653.537478 1982.986512 2391.056195 1555.350038 3420.695505 6250.965939 662.1404051 753.2488479 1014.74285 3986.432886 1476.185287 1226.389134 1078.227367 1353.190314 544.6337357 563.5524849 3133.678015 1530.404071 606.9923405 647.4103645 2309.888241 1295.30582 739.4106486 670.5173537 678.9745233 585.5536887 1104.99428 799.1146907 2843.368127 2156.482365 2735.020789 4663.166565 2330.006006 28813.4935 2392.522112 934.7083836 32810.11699 3719.096731 3023.467955 2247.465209 22432.80229 963.9419191 1393.278837 2088.103086 1252.984985 978.1159649 402.5657454 608.7348706 443.6447693 832.0008841 507.520266 925.3793712 568.648159 712.1015624 1415.66198 1256.295867 1771.485233 991.4551849 746.3084386 440.038159 4184.206986 721.651853 1378.42003 392.107838 500.7680032 725.5171512 458.078882 1229.573858 1829.668888 1125.430115 394.1449763 533.7690478 624.5917985 2776.875488 1328.698651 1327.332214 2615.982459 760.8809111 820.2793263 656.1079833 867.4668391 1444.639045 2366.523947 855.6482671 1277.148714 3041.472668 1023.538033 934.5971546 459.1142047 697.6574109 1342.610657 712.8965714 747.9148547 959.802803 937.9363854
6826.976959 7252.831177 9311.866393 6657.918262 7718.426413 7952.160375 5852.674923 8201.508191 7594.662505 9136.968085 13098.69376 8856.66673 4508.391584 3392.692351 3119.186819 3436.039484 8653.137983 9744.907398 8832.745004 11401.73443 1462.967703 3071.991248 5263.483804 3816.228053 3426.209302 1951.043923 3374.007635 2416.755668 4630.463522 5861.841649 2437.273832 4366.304858 2539.857068 3172.112421 3142.158062 5036.286067 9001.589738 1603.002976 2722.53231 2050.042052 1231.531149 2068.779367 1768.587809 2215.973535 998.9392734 1386.045327 2702.197561 2065.13549 2573.708384 1588.027569 3677.397926 6371.120066 552.8932503 758.4324324 1047.733689 4426.284224 1512.387244 1246.591589 1099.869411 1398.130841 564.0213102 567.4497269 3243.584483 1592.215344 612.9990788 669.0438781 2421.875 1285.892181 729.9267893 646.5087262 685.514282 602.9440372 1123.990877 812.0152323 2882.446498 2272.471317 2961.150896 4996.187529 2685.192238 26112.19227 2481.559897 923.1468012 30436.71068 4066.425219 3168.453311 2221.15237 23179.63527 969.3957594 1417.857143 1799.434056 1396.110543 987.39918 410.243026 629.8281209 372.4820217 828.5848837 524.6393399 942.8808404 566.3368473 703.2404133 1430.136175 1325.807747 1783.132457 1030.866797 806.3605722 452.7038096 4638.883141 815.2991279 1388.153574 410.6807178 531.8709475 686.4685088 457.283154 1225.940457 1935.878351 1126.40381 404.1605114 526.55086 721.7261166 3318.866303 1341.436968 1337.439117 2578.883775 776.5030844 823.6625411 625.0373814 932.690813 1474.658985 2175.777267 858.4252912 1311.252408 3091.604554 995.9733765 1027.882842 441.1542505 727.5731172 1435.685721 685.7842335 652.5703803 937.9525125 955.5285515
6949.641676 7583.09468 9747.360552 6818.966644 8067.063154 8222.121781 6203.007071 8639.309404 7746.04395 9468.775747 13353.51218 8865.383172 4636.042403 3499.193263 3330.450786 3799.530401 9026.798412 9730.565992 9276.909344 11904.98451 1511.390403 3295.255 5303.664803 3961.874465 3340.533303 2007.272732 3439.88107 2438.468125 4791.075224 5677.233225 2510.961753 4465.246923 2593.785907 3210.949215 3280.559121 4858.250983 9057.915176 1654.18354 2784.742939 2046.351904 1394.264376 2107.818462 1920.160484 2223.2654 1072.765073 1415.679742 2722.31324 2218.66381 2710.316889 1656.870565 3880.646034 6513.817496 550.4378389 758.1585903 1024.75207 4776.516828 1536.771452 1245.178567 1149.422263 1459.233749 550.2857056 606.3137175 3652.426479 1636.80326 617.9795562 698.8800575 2520.283396 1297.133111 726.3017159 680.3516131 691.9516107 620.6200261 1121.960772 885.2194363 2930.541907 2250.291889 3016.588104 5266.800637 2619.691374 26443.20391 2507.24132 1083.666258 29049.30907 4445.355002 3795.668741 2296.91163 24249.83472 975.4034429 1476.315789 1433.056614 1335.263152 931.5844242 415.4007479 664.516922 396.9955506 839.979456 539.4905098 900.9173153 585.9541769 749.1236245 1443.668267 1334.877453 1758.556457 1074.158924 886.7667121 462.0818273 4725.163985 780.8698514 1415.522947 433.3631481 562.1154262 701.1742515 517.1939481 1208.667177 2473.1892 1129.468903 393.406386 518.9225296 696.8671392 3249.377984 1354.410381 1399.78672 2868.884131 840.8136819 845.7182067 694.7779769 994.7203306 1487.12112 2305.640275 884.1062997 1340.842484 3178.616364 1036.51895 1214.147101 467.6184664 736.4470795 1379.142448 693.5356532 767.4798553 905.0574303 938.8143635
7186.226059 7862.459739 9731.660339 6993.994883 8362.671366 8385.523537 6531.859976 8832.216304 7981.694502 9916.850005 13710.4854 9149.184149 4821.403509 3840.617952 3504.118217 4151.374137 9399.914539 10132.01645 9566.381691 12242.3405 1562.942633 3418.002009 5169.698731 4167.658156 3502.408022 2136.610671 3782.626438 2833.706528 5294.159706 5455.440482 2463.232634 4639.284082 2597.227622 3342.558268 3334.441796 4819.705552 9134.379736 1720.39818 2918.673988 2031.589436 1437.009854 2089.60855 1940.700048 2360.186418 982.688391 1416.943299 2757.021098 2382.339991 2881.853593 1659.143696 4200.911559 6718.414826 590.290693 778.9698276 951.4009138 5128.644256 1595.391683 1315.518882 1205.020361 1544.628719 594.1799036 612.5805345 4083.136017 1669.244334 622.5518627 723.3265959 2700.835655 1290.703118 723.189125 711.7056471 698.2828663 640.0310318 1186.046914 882.3024909 2994.159474 2426.094558 2871.712802 5593.227667 2649.348589 25331.26022 2458.798 1102.596609 28175.94659 4715.465748 3673.495147 2453.881074 25025.21315 984.0224438 1537.068966 1767.757361 1380.400709 952.0316534 422.1738546 651.698789 406.9743409 856.5126175 552.6302219 881.0787458 567.0839415 887.2508621 1458.078749 1492.483438 1773.935812 1120.301486 1006.313419 512.9501301 4832.097982 761.6795699 1424.412121 402.7195017 582.8376347 713.5985477 560.2590711 1204.171312 3212.316505 1096.037923 376.4695075 542.6663857 645.4603508 3629.221118 1367.389446 1321.252517 3076.381666 904.7113949 898.544252 610.9967109 1054.836425 1506.896485 2458.143939 885.7317537 1363.887811 3320.961196 979.8531554 1251.677377 482.7425479 753.6194988 1555.748761 750.9603579 783.483009 901.851083 901.0922117
7566.930484 8340.770791 10559.57507 7306.733759 8819.33667 8822.353557 6727.938954 9437.195311 8315.945521 10515.37914 14190.7593 9567.965031 4985.684358 4141.154341 3718.3886 4514.937244 9848.904077 10418.41085 9999.364316 12772.56643 1616.472785 3657.38365 5372.45313 4388.01411 3621.887656 2258.200326 4114.873398 3624.380474 5743.939398 5926.126658 2472.177604 4638.288359 2674.903261 3593.684233 3465.159061 4858.068561 9562.093853 1761.924004 2961.427151 2009.386156 1484.133039 2178.762887 2057.889031 2393.11828 940.6483791 1437.603596 2903.972807 2577.669244 2920.046926 1687.188852 4400.941783 6800.615227 644.8181799 821.2278481 977.7393111 5667.690458 1600.187262 1389.651229 1248.641165 1679.127977 588.6091932 612.4489862 4327.170005 1727.593742 626.4775702 757.6035637 2541.268462 1320.071563 720.4839612 673.878877 705.3014228 659.0609089 1253.048369 895.3697731 3072.824395 2526.16752 3115.463756 5916.235526 2980.635139 25302.93621 2534.266203 1075.467963 26465.86405 5004.609533 3636.870144 2496.240396 25675.89542 988.8938056 1602.542373 1805.880178 1509.537123 993.1474859 430.2214267 661.8066591 420.3500817 871.837351 564.1779375 877.8135806 541.9769227 932.1996496 1472.31168 1688.093709 1757.825282 1166.423647 1144.569455 527.4222487 4850.581383 787.3505 1414.296038 421.18799 641.553529 758.3755033 593.206696 1230.974971 4365.656409 1116.310998 358.7609651 556.8057497 826.6984373 3282.968766 1380.508178 1349.365478 3485.670872 888.1067742 910.1367698 525.4413325 1111.901797 1499.380949 2488.232002 882.7222473 1190.845986 3449.938982 944.2045901 1399.395885 494.3246851 840.8875361 1588.850255 784.8438803 747.3747421 996.2543519 953.4382292
7734.129898 8559.392894 10953.3217 7669.600231 9165.415044 9185.72917 6963.939321 9797.835991 8689.788208 10815.18261 14503.6177 9751.536339 5051.460362 4508.947195 3992.397728 4762.235585 10151.85783 10878.65475 10472.91669 13418.70172 1675.446942 3849.958832 5532.700983 4409.528212 3786.838577 2386.121918 4209.314503 3281.015272 5722.685209 6370.747338 2448.391865 4577.138538 2688.808831 3701.974279 3593.958473 4859.767416 9841.487428 1805.717934 3126.501995 1988.369657 1258.841251 2184.067847 2100.831982 2446.902655 931.3629702 1506.552365 3069.657482 2734.246234 3085.276872 1738.563061 4718.932029 7030.039766 701.593294 770.7505155 990.4271286 5933.747612 1633.152095 1436.335133 1307.873145 1810.355632 607.9032498 616.7074918 4825.036827 1804.065527 630.5239895 770.6243367 2667.337962 1329.494013 719.5929035 687.3256127 711.7853885 678.7745368 1294.997258 876.7426186 3173.460426 2753.146771 3287.802956 6272.371283 3183.422776 23532.89711 2706.068554 1053.25846 25785.06118 5469.295352 3511.939976 2504.10648 26164.28399 996.3309617 1676.396997 1869.675501 1595.772236 1019.730302 436.8199461 681.5049748 424.7979256 873.5883721 574.7202727 866.0096982 533.1108799 912.9026274 1486.284095 1580.739941 1754.442212 1213.410078 1285.433468 547.1908555 4860.1171 845.8111429 1392.622697 441.8540014 685.2528444 742.7591502 593.3613131 1217.787977 5378.224749 1088.023699 397.1257024 553.0767741 928.3326104 3301.993457 1393.984454 1350.91803 3625.567172 934.9079758 943.5945477 548.4234527 1164.635833 1510.626633 2434.598457 931.5092961 1088.193979 3559.359607 984.2658994 1576.691965 497.0803493 931.5696519 1652.855061 778.9359162 737.9938824 1147.402753 983.5074677
8112.327859 8775.952376 11159.77071 7824.497928 9544.13579 9387.599086 7366.023312 9936.249478 8945.219909 10935.60286 14727.31821 9885.310104 5080.443828 4749.089556 4163.995257 5059.753682 10241.28271 11362.02117 10946.13511 14133.52666 1738.263986 4125.289373 5740.616136 4646.148813 3991.394903 2642.923207 4485.431864 3529.898192 5985.595829 6320.604235 2526.735226 4984.453509 2750.064421 3812.532565 3788.35916 4974.263259 9677.244786 1891.027542 3258.491383 2051.265097 1383.966718 2171.578906 2171.851854 2530.456329 906.91553 1538.337882 3128.979903 2735.840338 3219.38163 1712.062885 4993.209935 7234.379839 746.3162905 762.0343434 964.7351056 6505.531579 1653.9047 1569.336866 1412.225782 1915.601218 603.5347378 580.2213613 4864.872311 1846.299366 662.9903605 811.5509138 2891.335815 1283.56727 709.7114237 699.6747781 718.9034184 698.5885296 1414.993304 859.2057401 3282.853154 2939.920502 3348.518209 6190.1225 3137.391629 24049.69384 2804.477559 1079.723391 31781.54607 6101.910012 3138.766996 2734.765341 26482.799 1007.392452 1808.149406 1725.158514 1660.177842 1031.823344 472.5634201 678.6073666 433.0569628 897.77572 584.7437299 842.7701746 512.375686 983.780341 1526.577225 1628.343018 1761.411506 1192.014059 1322.415925 556.8433104 5002.835543 955.1164466 1354.225283 442.965285 728.3306058 811.5382868 577.3341612 1408.268329 6107.118084 1087.181421 426.0791333 564.3735126 920.0011235 3107.985812 1436.040424 1364.053351 3668.38747 903.7428383 886.8870605 570.4878826 1232.692142 1508.115049 2434.444 975.9252489 1215.987961 3614.99992 946.7130279 1601.842634 544.2578211 991.3861537 1654.119511 803.2884507 768.1383878 1056.232268 967.3901827
8296.735339 9071.835923 11436.51319 7946.598856 9907.186575 9396.681114 7872.31376 10341.25909 9422.753223 11219.21522 15010.3909 10048.89099 5351.884418 4950.64442 4481.160057 5334.110597 10732.74651 10681.96397 11078.26999 14330.0304 1803.690201 4319.743063 5964.252451 4893.938298 4102.903944 2743.146904 4608.820184 3647.515811 6124.969715 6398.951785 2553.97447 5045.805815 2784.250396 3922.404571 3830.550106 4720.621092 9921.570017 1962.053276 3348.614007 2247.604595 1387.206092 2252.692769 2215.948582 2581.343586 870.1663933 1568.367758 3178.234761 2834.643981 3388.151856 1773.613026 5263.950658 7326.942004 706.9206812 807.013834 934.4128412 7152.293623 1690.094636 1644.651688 1485.763874 2070.356612 578.375846 585.5303475 4824.057161 1830.351876 640.7564051 819.862188 3162.924757 1368.450893 711.9105742 716.6127148 725.8590173 720.3131796 1482.99807 730.5155521 3401.927214 3176.472574 3163.714738 6221.567711 3059.04258 22408.99023 2591.952995 1749.251053 34860.38682 6462.871151 3291.034123 2794.771604 26610.42987 1018.901889 1767.502161 1824.169766 1727.308918 1016.287898 512.9762713 731.0268673 461.5674148 905.3036002 593.779447 857.8659639 504.6293449 999.0970364 1568.517893 1573.668207 1758.009998 1151.260293 1393.036357 568.5669282 5129.757921 956.8407564 1338.987482 448.3827782 770.5219 826.0693113 626.2571499 1360.006128 6545.499607 1123.049815 455.0951087 570.5978777 937.923196 3180.409336 1479.523498 1424.88845 3429.85541 888.5261098 727.6382397 594.1796406 1285.546781 1448.856388 2381.156379 954.8921247 1257.860168 3760.416515 892.859312 1709.255665 549.3637343 1019.331462 1605.128458 821.5699444 737.7492593 1107.130519 1014.526872
8620.569914 9415.524828 11836.74727 8092.997057 10267.01807 9864.450073 8382.405286 10894.34076 9551.198519 11561.2306 15373.77691 10409.95037 5769.613734 5265.786233 4873.368769 5588.174071 11148.30527 10545.4875 11479.06409 14862.93883 1868.785103 4368.032415 6222.506751 4934.100518 4317.452051 2739.176163 4787.54024 3728.509616 6458.753731 6577.756622 2704.245082 5127.644877 2873.681856 4072.57421 3685.476114 4747.160833 10249.34707 2078.728332 3497.152232 2079.929908 1348.564024 2274.32473 2209.528817 2750.644202 886.134068 1603.172692 3283.905746 2783.39332 3531.343874 1788.646818 5463.111468 7683.633653 674.914462 808.7007722 1017.906571 7983.313409 1721.701238 1812.050068 1561.445589 2185.874407 619.2724072 612.4072851 4879.953717 1942.198251 633.2193219 854.0922959 3540.258449 1436.623609 719.4731305 729.9245549 732.9976417 741.7442845 1632.965322 699.2824363 3520.274249 3550.266678 3603.772116 7033.192018 2673.673698 22300.19537 2831.140103 3093.549273 36392.84592 6848.093973 3305.648769 2916.74822 26374.44237 1028.12917 1635.004398 1977.430946 1672.216424 1028.994222 557.093621 745.6822529 447.0919399 945.7651181 602.3753328 847.4082872 491.5698294 973.4632278 1610.165567 1729.618151 1746.092622 1145.774931 1423.814532 566.2332215 5176.174477 939.3290464 1318.428901 453.3813601 794.147438 857.1853793 609.8403122 1384.304283 8395.474569 1173.669256 437.2797229 579.3394229 1005.552578 2907.044425 1524.119349 1548.67679 3369.212609 876.5100146 699.1182524 618.1947692 1336.972871 1499.014753 2521.634655 1032.468112 1251.691195 3818.855426 922.5584816 1588.393812 560.6952258 1042.978504 1734.980397 817.6631328 745.9873392 1092.180579 999.2619615
9131.097674 10018.20508 12530.55041 8877.575406 10885.56441 10440.36049 8879.374047 11462.13004 9899.294776 12055.19062 16030.90792 10551.68497 6089.349193 5766.141663 4986.58928 6032.041152 11560.99528 11511.20674 11912.35222 15179.40862 1932.253052 4545.745121 6353.893729 5062.160961 4241.267479 2823.873774 5125.400444 4076.093189 7027.002785 7037.280383 2859.841815 5220.438323 2976.452312 4185.48456 3676.48549 4990.972065 10262.42278 2119.61125 3622.191927 2020.888611 1452.723776 2259.110336 2205.998714 2821.199767 896.3346076 1559.217107 3480.38539 2875.268865 3698.967083 1809.5657 5840.428002 7896.756452 712.9738388 844.7485822 1105.039619 8874.088897 1749.873136 2040.007608 1636.062887 2334.15493 614.9339477 625.7044757 5344.858821 2005.38289 649.1605986 885.4464829 3964.749082 1461.017152 713.1226109 722.0938758 740.2742567 763.5285397 1838.975929 739.0580556 3645.56655 3897.280155 3604.130364 7722.621573 2772.97504 20963.20773 2809.631103 3782.483626 35280.24296 7169.782579 3800.849858 3002.061523 25495.04768 1040.420178 1730.286738 2105.494175 1691.44869 1032.934515 601.4508725 751.8153066 433.7650886 972.8466544 610.73245 872.0200836 514.0662614 962.702875 1653.110895 1716.960467 1742.087921 1201.165922 1363.816889 574.801441 5518.205767 1007.34133 1325.199211 457.9658858 832.9167257 880.7671908 604.9195723 1441.803146 9042.763969 1191.526295 452.5259185 564.0085084 974.5679576 3005.795025 1569.617626 1693.027691 3396.147278 832.034002 861.3022645 665.8262849 1388.850692 1361.689158 2455.265738 1108.816134 1071.131201 3946.183725 953.6088809 1612.23424 553.9301711 1125.647234 1759.935075 880.9385989 792.0938764 1056.252655 1085.786472
9747.443648 10610.82405 12685.55135 9576.869279 11410.08899 10839.14509 9366.59635 11966.77341 10027.23087 12716.34257 16903.62215 10767.47196 6199.450866 6210.645384 5472.899759 6319.133697 12023.54473 11189.33541 12050.49052 15029.84609 2003.536581 4773.223454 6466.339873 5027.915451 4427.795779 2852.907143 5463.635529 4352.791183 7641.208961 7301.966217 3056.71891 5231.429389 3094.216436 4319.645997 3854.223516 5184.05374 10671.76228 2176.374954 3753.911645 1917.41625 1561.47017 2334.892521 2186.793388 2918.693009 919.1807972 1556.146234 3848.67272 2811.632784 3813.7525 1871.781362 6348.847104 8243.979058 778.3518572 867.9926063 1230.74516 9713.951433 1764.1316 2167.333519 1694.271348 2537.021745 629.7660841 641.5878992 5695.377621 2079.152237 653.3442719 951.5422375 4439.126983 1498.725703 709.4576032 646.998367 747.6665738 787.1112536 1954.010314 735.026849 3787.892874 4188.820588 3472.706264 8100.623187 2395.483117 30694.5667 2916.627735 3798.535548 32573.31271 7623.636279 3540.30674 3078.187374 24552.41148 1229.967834 1864.963504 2249.219713 1767.68839 1027.412847 647.2691285 744.7519295 540.186048 981.8406776 618.9589509 890.5262907 512.9803892 1008.820153 1696.305014 1807.987832 2069.079324 1254.104624 1309.002163 594.7475864 5869.355307 878.8945826 1423.972994 464.9434411 871.5591975 914.9532665 604.0794545 1491.516686 9114.819109 1226.199684 447.4526698 585.6927565 1058.629379 2945.378575 1616.227012 1742.851632 3321.440505 838.9474804 1094.05343 716.7669747 1439.611033 1435.173578 2569.974813 1128.907082 1138.275989 4045.147592 888.1811941 2035.584319 568.3566088 1075.366918 1826.876021 867.2959866 768.4214867 1073.114855 1282.428839
10200.14447 10969.55286 12933.58258 9764.698434 11844.96109 11076.76885 9489.247578 12319.36938 10472.39164 12748.43085 17381.03537 10941.47423 6353.624551 6623.911396 5870.785111 6618.471395 12289.52169 11576.18335 12561.92569 15304.29883 2083.621474 4901.828688 6658.353235 5238.142085 4706.959578 3221.038626 5878.217577 4578.608002 8150.3194 7529.937018 3278.47148 5597.308919 3194.2593 4364.887462 3915.818489 5130.143147 10446.30622 2204.421234 3889.37051 2036.535606 1679.57855 2409.285567 2222.171313 3012.256267 969.4656489 1562.389482 3803.230484 2855.982541 4010.165184 1901.735417 6642.448991 8271.587606 794.9613901 856.2057762 1247.227695 10040.32422 1807.715144 2332.360186 1724.67857 2804.064056 586.4382369 649.889126 5968.407782 2180.4918 632.9255558 930.84495 4904.160159 1457.097862 658.6984392 615.2962429 755.1543676 811.1266947 2522.106635 754.0863944 3982.619077 4576.776471 3566.681436 8711.19549 2365.673736 30929.91698 3000.53847 3716.156494 37472.89303 8475.485776 3758.859398 3281.741885 24805.56545 1413.904807 1909.330986 1999.65351 1728.32858 1005.593419 747.1985386 765.1247781 570.5712349 989.9706864 566.3582995 844.1327013 511.8231677 1154.16392 1786.382521 1803.445697 2141.790192 1283.072476 1186.135716 606.7357274 6332.427425 948.5997339 1490.712433 470.1619792 833.2221355 940.7495209 535.4220391 1519.342777 8251.736201 1245.748172 498.3219572 592.6419086 1051.430309 3047.333893 1664.522109 1815.829883 3314.263213 867.1059 1187.569494 704.5046261 1482.767833 1390.27049 2909.785962 1101.091761 1141.264383 4134.925193 923.1019448 2014.66667 574.3338449 1125.630072 1982.174174 869.2658492 795.3247396 1042.137582 1353.227823
10770.65683 11502.50796 13538.35527 10447.53955 12263.54596 11480.84899 9795.126256 12597.19334 10921.91585 13001.75197 17774.3931 11293.92464 6662.809152 7399.904687 6355.422526 7099.291775 12404.41679 11850.39773 13072.49433 15943.86744 2165.203166 5110.178653 6858.415236 5335.764078 5009.785534 3396.220036 6013.53089 4739.554529 8515.679895 7634.565559 3537.878938 5428.560219 3355.248595 4601.933535 3929.643776 4944.997855 10245.36264 2260.466347 4118.168995 2095.603072 1836.95047 2677.05389 2298.133189 3160.072595 995.028102 1563.160802 3857.598257 2862.236979 4109.461967 1946.364797 6930.483026 8627.982596 798.3318446 833.8024691 1364.044799 10733.59956 1853.359576 2456.469184 1748.287313 3113.396624 505.5676107 642.1273619 6472.532012 2289.480138 640.400041 913.4101514 5459.951682 1459.775659 629.9954279 577.1419063 762.7168101 835.289663 2560.948705 802.0375943 4197.907471 5173.565354 3322.585018 9477.867 2355.098167 30290.85627 3176.427937 3934.302182 39156.57496 9496.576769 4543.515222 3412.134542 24805.61528 1494.545247 1977.701544 2349.833114 1711.728094 1065.310645 955.9314273 786.1274332 518.7042907 1010.746616 536.1671883 807.9949164 466.9839756 1031.875013 1882.001893 1811.421894 2150.448221 1283.9192 1023.043699 623.7859916 6891.674458 984.5829129 1401.535517 470.6103065 883.2002602 955.5400973 623.6731506 1530.390631 6978.872894 1201.754292 534.1436985 609.305537 1047.285739 3309.014711 1669.020514 1822.804363 3386.808071 804.108469 1196.624231 686.7630652 1423.069391 1435.654099 3025.571006 1071.847386 1228.333916 4109.420563 877.8664138 2200.972943 593.2538365 1138.030739 2287.036224 856.4962413 774.827809 1104.900746 1423.27382
11234.60427 12169.96632 13945.4278 11085.10547 12824.4239 11966.46444 10413.54967 13081.2409 11324.42307 13493.56071 18203.56771 12025.2802 6866.783808 7655.318809 7062.984977 7661.342131 12878.09034 12424.22217 13837.89534 16689.34307 2273.048945 5284.370923 7041.268893 5595.510333 5339.545055 3476.708926 6224.391562 4969.099175 8999.37701 7961.973879 3880.121337 5033.680306 3499.379758 4852.590122 4022.842728 4974.392359 10625.0423 2356.876385 4318.583695 2245.106431 2005.1508 3258.336169 2342.32557 3297.215818 1024.930748 1580.996847 4130.37468 2921.479997 4248.192771 2037.504642 7301.758038 8685.135654 838.3949021 853.1586207 1544.262779 11433.80206 1963.516602 2824.259678 1873.61864 3447.909926 497.3150074 627.7421174 7105.113232 2559.967814 624.8394664 953.6974865 5977.200182 1492.098886 684.0618506 777.3691879 770.1080464 860.2308654 2824.310773 836.0500551 4375.859813 5462.028223 3753.314191 9644.970545 2388.458437 26688.74779 3154.784837 3278.849266 42916.23503 11039.71053 4017.397433 3476.520359 24887.07297 1640.040102 2052.675585 2356.540808 1789.470697 1061.455539 1122.664568 734.5274415 554.4806858 1003.053138 528.8360718 828.0689583 434.7822801 889.20732 1980.960252 1865.931437 2185.018736 1294.357285 1065.237504 630.0166098 7288.658277 996.9340174 1397.36964 481.7749416 881.8603747 969.92388 768.6742767 1447.490515 6664.1613 1143.602222 562.4797829 581.060379 965.5133922 3680.001837 1694.279301 1872.938133 3401.304776 652.4518397 1261.655332 687.5432974 1355.117486 1315.158168 3251.491004 1087.144935 1176.3494 4175.194454 779.6586141 2257.565181 592.5225056 1067.101231 2220.868816 834.6746909 818.5201606 1061.891612 1431.868215
11657.79142 12642.96976 13751.22218 11361.29608 13112.53492 12063.03152 10913.87795 13497.42374 11726.19884 13884.58635 18414.39628 11858.90367 7042.442865 7349.679866 7047.690228 8149.433297 12985.12402 12879.28329 14204.68902 16491.26974 2281.522696 5413.867295 7242.837661 5715.815244 5600.608091 3636.865806 6735.119981 5189.340487 9799.6734 8334.083602 4080.936505 4991.985694 3617.679464 5012.783638 4119.337631 5123.294129 10507.49958 2418.144213 4430.134411 2324.080785 2066.536754 3369.622109 2435.933685 3426.121601 1074.595503 1745.288426 3908.464203 3235.468843 4230.228471 2143.114636 7246.934109 9052.969567 835.146332 843.4165261 1548.877501 11144.5202 1978.541451 3015.248472 1910.005001 3421.978162 547.2572973 648.4527825 7090.702843 2688.244707 651.1736021 961.9981847 6275.899184 1516.737497 702.8715206 657.9296621 777.0731409 886.2113218 2840.892963 783.4158222 4573.814478 5777.705538 3824.925072 10025.23282 2506.075777 21933.55004 3502.174917 3541.452917 36131.90702 12332.50383 4820.966043 3665.355746 28449.08132 1695.963014 2146.818923 2427.527966 1710.56596 955.2662055 1299.569417 710.2942967 541.5173635 1024.04242 511.7679923 787.3706134 484.0099199 1054.931069 2083.905274 1839.072842 2080.009917 1316.520686 1128.216618 623.0984364 9544.425868 1156.538962 1454.934515 505.6045649 912.40673 981.437561 796.660652 1507.513447 5379.021977 1139.42594 582.4161644 553.9221959 1046.197873 4020.260416 1750.827044 1683.946267 3424.671769 693.3991191 1366.915281 700.1511388 1355.642863 1329.477436 3244.758899 1112.854126 914.2211293 4299.371783 832.7041745 2443.341867 587.6843454 1086.823959 2343.086714 817.009231 823.4555357 1114.36745 1427.290408
